Time, Node_71, Node_70, Node_69, Node_68, Node_67, Node_66, Node_65, Node_64, Node_63, Node_62, Node_61, Node_60, Node_59, Node_58, Node_57, Node_56, Node_55, Node_54, Node_53, Node_52, Node_51, Node_50, Node_49, Node_48, Node_47, Node_46, Node_45, Node_44, Node_43, Node_42, Node_41, Node_40, Node_39, Node_38, Node_37, Node_36, Node_35, Node_34, Node_33, Node_32, Node_31, Node_30, Node_29, Node_28, Node_27, Node_26, Node_25, Node_24, Node_23, Node_22, Node_21, Node_20, Node_19, Node_18, Node_17, Node_16, Node_15, Node_14, Node_13, Node_12, Node_11, Node_10, Node_9, Node_8, Node_7, Node_6, Node_5, Node_4, Node_3, Node_2, 
     3.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     3.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     3.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     3.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     4.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     4.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     4.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     4.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     5.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     5.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     5.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     5.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     6.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     6.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     6.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     6.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     7.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     7.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     7.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     7.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     8.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     8.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     8.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     8.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     9.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     9.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     9.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
     9.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
    10.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
    10.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
    10.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
    10.500000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
    11.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
    11.000000, 53875, 29625, 5375, 8000, 84250, 53875, 39250, 21500, 26875, 71875, 21500, 10750, 91750, 184375, 37750, 184375, 13375, 26875, 107875, 16125, 109000, 67375, 123625, 29625, 113375, 70125, 16125, 76375, 84250, 10750, 77500, 21500, 5375, 88750, 40375, 105250, 82000, 80875, 5375, 91750, 45875, 119125, 18875, 10750, 8000, 5375, 35000, 13375, 138250, 58375, 13375, 64000, 10750, 85375, 16125, 147250, 77500, 21500, 13375, 127000, 94375, 126875, 59375, 26875, 38125, 32375, 75500, 74125, 80875, 140500, 
